"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Christopher Proctor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".249",".292",".542",".240","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007062"
"Luke Waddell","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".258",".333",".590",".257","56","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017075"
"Nick Markakis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".313",".365",".677",".297","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","5930"
"Peter O'Brien","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".280",".387",".667",".289","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","13288"
"Drew Lugbauer","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".279",".417",".696",".297","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829268"
"JaCoby Jones","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".274",".352",".627",".273","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","14818"
"Nicholas Northcut","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".255",".355",".609",".264","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007640"
"Ben Ruta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".287",".349",".636",".279","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918694"
"Roy Morales","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".308",".343",".652",".288","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829030"
"Juremi Profar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".288",".383",".671",".290","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736995"
"Ramon Rodriguez","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".244",".301",".545",".239","46","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918698"
"Jared Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".276",".364",".640",".279","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829364"
"Sherman Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".296",".304",".599",".270","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","13906"
"Diego Infante","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".267",".352",".619",".268","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003280"
"Tanner Morris","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".284",".308",".592",".263","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009873"
"Stevie Wilkerson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".277",".326",".603",".266","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","16041"
"Jomar Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".256",".344",".600",".260","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa830204"
"Osleivis Basabe","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".255",".287",".542",".239","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006594"
"Joe Gray Jr.","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".259",".349",".608",".265","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008005"
"Jonathan Ornelas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".255",".303",".559",".246","53","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006909"
"Moisés Gómez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".269",".378",".647",".279","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875163"
"Connor Kopach","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".257",".306",".563",".250","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006791"
"Pat DeMarco","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".247",".343",".590",".256","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3011702"
"Cliff Pennington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".289",".313",".603",".269","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","3395"
"Steven Baron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".255",".291",".546",".243","50","","0.0","0.0","","-0.1","0.0","0.0","","999.0","9787"
"Dylan Busby","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".247",".350",".597",".259","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915789"
"Spencer Horwitz","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".300",".366",".667",".292","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1115496"
"Braxton Martinez","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".292",".367",".660",".288","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005373"
"Isaac Galloway","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".264",".365",".629",".272","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","5238"
"Gage Canning","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".287",".367",".654",".284","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006711"
"Chris Cornelius","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".271",".335",".606",".265","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010686"
"Manny Rodriguez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".252",".299",".551",".243","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006678"
"Aneury Tavárez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".265",".327",".592",".260","61","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa598684"
"Grenny Cumana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".291",".346",".637",".279","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa735846"
"Matt Hearn","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".300",".339",".639",".280","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918523"
"Raul Rivas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".275",".310",".585",".259","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa871433"
"Yasel Antuna","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".262",".319",".580",".255","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa962601"
"Trent Giambrone","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".269",".338",".607",".266","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","19250"
"Connor Lien","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".251",".341",".591",".259","60","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658195"
"David García","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".244",".289",".532",".234","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003197"
"Jonathan Engelmann","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".287",".370",".657",".286","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006858"
"Logan Forsythe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".292",".297",".589",".266","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","7185"
"Kevin Vicuña","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".270",".304",".574",".254","55","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872466"
"Ike Freeman","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".270",".308",".578",".256","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010167"
"Vance Vizcaino","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".292",".355",".647",".282","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658828"
"Dixon Machado","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".289",".320",".610",".271","66","","0.0","0.0","","0.0","0.0","0.0","","999.0","11472"
"Yonder Alonso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".302",".392",".694",".301","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","2530"
"Andrew Daschbach","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".284",".380",".664",".289","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3011414"
"Yoenis Céspedes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".288",".411",".699",".301","88","","0.0","0.0","","0.0","0.0","0.0","","600.5","13110"
"Kendrys Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".306",".378",".684",".300","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","8610"
"Jose Gomez","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".258",".301",".560",".246","52","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828331"
"Roberto Baldoquin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".271",".314",".586",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857538"
"Niko Decolati","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".283",".363",".646",".281","61","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006670"
"Andres Melendez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".245",".281",".526",".235","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005523"
"Tzu-Wei Lin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".288",".339",".627",".276","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","14678"
"Jarrett Parker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".297",".352",".649",".286","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","11624"
"Jan Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".264",".377",".642",".277","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737639"
"Kekai Rios","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".246",".287",".533",".237","48","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007282"
"Jordan Qsar","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".266",".342",".608",".266","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007078"
"Zach Kirtley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".296",".363",".658",".288","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915820"
"Drew Romo","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".265",".334",".598",".260","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014522"
"Nate Nolan","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".228",".304",".532",".233","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918101"
"Cristhian Longa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".242",".299",".541",".237","46","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003408"
"Tyler Dearden","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".279",".368",".647",".281","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005103"
"Logan Warmoth","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".279",".298",".577",".260","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004813"
"Andy Sugilio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".284",".350",".635",".277","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828414"
"Angelo Castellano","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".266",".319",".585",".257","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657521"
"Rhett Wiseman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".266",".375",".641",".277","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658608"
"Justin Bour","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".299",".378",".677",".295","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","9744"
"Cody Freeman","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".245",".275",".520",".232","44","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010153"
"Jake Hager","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".267",".341",".608",".266","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","12198"
"Matt Szczur","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".285",".371",".656",".285","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","11255"
"Hunter Stovall","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".295",".344",".639",".281","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008181"
"Luis Valenzuela","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".261",".331",".592",".257","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658081"
"Diosbel Arias","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".299",".346",".646",".283","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005308"
"Gilberto Vizcarra","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".240",".294",".534",".235","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002865"
"Justin Dirden","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".268",".349",".617",".270","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014986"
"Alexfri Planez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".235",".360",".595",".255","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005515"
"Jake Means","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".262",".321",".583",".257","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170316"
"Hill Alexander","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".261",".348",".609",".266","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1170495"
"Marty Herum","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".264",".326",".590",".258","60","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa745229"
"Sherten Apostel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".278",".374",".653",".283","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","21794"
"Dae-Ho Lee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".297",".379",".676",".291","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","18722"
"Jacson McGowan","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".248",".312",".560",".246","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006677"
"Corey Rosier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".254",".306",".560",".247","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016961"
"Beau Brundage","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".251",".306",".557",".246","58","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008246"
"Cade Marlowe","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".264",".352",".616",".266","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1170288"
"Alex Blandino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".312",".328",".639",".288","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","16271"
"Jose Cardona","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".265",".318",".583",".257","59","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa599888"
"Chase d'Arnaud","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".276",".333",".609",".269","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","6652"
"Daniel Fajardo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".246",".289",".535",".236","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657408"
"Alika Williams","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".245",".295",".540",".236","51","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014427"
"Ryan Flaherty","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".282",".323",".605",".267","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","7888"
"Alex De Jesus","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".258",".294",".552",".246","54","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008842"
"Michael O'Neill","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".279",".356",".635",".277","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa550175"
"Nathan Perry","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".241",".295",".536",".236","45","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004756"
"Hudson Haskin","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".265",".316",".580",".256","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014449"
"Harrison Wenson","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".236",".310",".547",".241","46","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738936"
"Jacob Olson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".276",".359",".635",".276","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010394"
"Cameron Maybin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".286",".326",".612",".272","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","5223"
"Kevin Merrell","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".267",".307",".574",".253","57","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915707"
